site_code,Year,Month,mean_no3_uM,cum_Q_L,c_x_Q,cum_no3_storms,cum_Q_storms,vwm_monthly
HO00,2005,12,2.0666666666666664,27384289.919999998,56594199.16799999,0,0,2.0666666666666664
HO00,2006,1,0.4,183829893.12,73531957.24800001,0,0,0.4
HO00,2006,2,12,30267492.48,363209909.76,1120680000,66000000,15.41423663931295
HO00,2006,5,1.2666666666666666,139880580.48,177182068.60799998,0,0,1.2666666666666666
HO00,2006,6,1,56792854.08,56792854.08,0,0,1
HO00,2006,7,2.6500000000000004,18145166.4,48084690.96,0,0,2.6500000000000004
HO00,2006,8,2.75,13659839.999999998,37564559.99999999,0,0,2.75
HO00,2006,9,4.949999999999999,13219199.999999998,65435039.999999985,0,0,4.949999999999999
HO00,2006,10,3.8,1762559.9999999998,6697727.999999999,0,0,3.8
HO00,2006,11,5.65,NA,NA,0,0,NA
HO00,2006,12,4.4,NA,NA,0,0,NA
HO00,2007,1,2.575,NA,NA,0,0,NA
HO00,2007,2,0.5,NA,NA,0,0,NA
HO00,2007,3,1.35,NA,NA,0,0,NA
HO00,2007,4,2.9,NA,NA,0,0,NA
HO00,2007,5,4.45,NA,NA,0,0,NA
HO00,2007,6,6.2,NA,NA,0,0,NA
HO00,2007,7,5.05,NA,NA,0,0,NA
HO00,2007,8,5.85,NA,NA,0,0,NA
HO00,2007,9,6.2,NA,NA,0,0,NA
HO00,2007,10,7.55,NA,NA,0,0,NA
HO00,2009,10,0,182620768.32000002,0,0,0,0
HO00,2009,11,1.6,1478943.36,2366309.376,0,0,1.6
HO00,2009,12,2.1166666666666667,33688336.32,71306978.544,0,0,2.1166666666666667
HO00,2010,1,23.333333333333332,35958980.16,839042870.3999999,31042560000,516000000,57.76081922094695
HO00,2010,2,10.7,350732600.64,3752838826.8479996,5089320000,201000000,16.026167053734458
HO00,2010,3,0.2,103891654.08,20778330.816,0,0,0.2
HO00,2010,4,4.841666666666667,24376533.119999997,118023047.85599999,0,0,4.841666666666667
HO00,2010,5,0,8361489.6,0,0,0,0
HO00,2010,6,0,711469.4400000001,0,0,0,0
HO00,2010,7,0,796633.92,0,0,0,0
HO00,2010,8,0,752146.56,0,0,0,0
HO00,2010,10,0,944896.32,0,0,0,0
HO00,2010,11,0,2645412.48,0,0,0,0
HO00,2011,1,0,41651755.2,0,0,0,0
HO00,2011,2,0,28144134.72,0,677382000,59710000,7.710303017141821
HO00,2011,3,0,78567122.88,0,107938600000,1630000000,63.17492509047945
HO00,2011,4,4.1,230388408,944592472.8,0,0,4.1
HO00,2011,5,4.949999999999999,37712589.12,186677316.14399996,0,0,4.949999999999999
HO00,2011,6,6,30150083.52,180900501.12,0,0,6
HO00,2011,7,7.5,12993436.8,97450776,0,0,7.5
HO00,2011,8,5.95,5897111.04,35087810.688,0,0,5.95
HO00,2011,9,6.949999999999999,4380626.88,30445356.815999996,0,0,6.949999999999999
HO00,2011,10,4.15,3364778.88,13963832.352,0,0,4.15
HO00,2011,11,6.7,2995367.04,20068959.168,40331200,5540000,7.076457155848333
HO00,2011,12,5.983333333333333,3005432.64,17982505.296,0,0,5.983333333333333
HO00,2012,1,0.9351351351351351,1094973.12,1023947.8365405407,0,0,0.9351351351351351
HO00,2012,2,1.8166666666666667,NA,NA,0,0,NA
HO00,2012,3,0.9214285714285715,NA,NA,0,0,NA
HO00,2012,4,0.7434782608695653,17153121.599999998,12752973.015652172,0,0,0.7434782608695653
HO00,2012,5,2.6333333333333333,2311001.2800000003,6085636.704000001,0,0,2.6333333333333333
HO00,2012,6,2.5,1579124.16,3947810.4,0,0,2.5
HO00,2012,7,3.05,990938.88,3022363.584,0,0,3.05
HO00,2012,8,3.8,1047038.4,3978745.92,0,0,3.8
HO00,2012,9,5.85,656372.16,3839777.136,0,0,5.85
HO00,2012,10,2.75,546238.08,1502154.72,0,0,2.75
HO00,2012,11,7.85,5209928.64,40897939.82399999,0,0,7.85
HO00,2012,12,NA,144839784.96,NA,0,0,NA
HO00,2013,1,0.6,54638098.56,32782859.136,0,0,0.6
HO00,2013,2,2.125,9598547.52,20396913.48,0,0,2.125
HO00,2013,3,1.675,NA,NA,0,0,NA
HO00,2013,4,1.8,NA,NA,0,0,NA
HO00,2013,5,1.1600000000000001,1496456.64,1735889.7024,0,0,1.1600000000000001
HO00,2013,6,1.4,254180.16,355852.224,0,0,1.4
HO00,2013,7,2.2,207377.28,456230.01600000006,0,0,2.2
HO00,2013,8,2.6,269948.16,701865.216,0,0,2.6
HO00,2013,9,4.15,186926.4,775744.56,0,0,4.15
HO00,2013,10,3.3,92741.76,306047.80799999996,0,0,3.3
HO00,2013,11,4.300000000000001,132935.04,571620.6720000001,0,0,4.300000000000001
HO00,2013,12,2.55,259260.48,661114.2239999999,0,0,2.55
HO00,2014,1,1.56,301829.76,470854.4256,0,0,1.56
HO00,2014,2,28.05,45457277.760000005,1275076641.1680002,0,0,28.05
HO00,2014,3,23.595238095238095,56729436.480000004,1338544560.7542858,0,0,23.595238095238095
HO00,2014,4,2.2600000000000002,873745.92,1974665.7792000002,0,0,2.2600000000000002
HO00,2014,5,1.8,220976.63999999998,397757.952,0,0,1.8
HO00,2014,6,2,89536.32,179072.64,0,0,2
HO00,2014,7,3.4,105494.4,358680.95999999996,0,0,3.4
HO00,2014,8,2.9,91774.08,266144.832,0,0,2.9
HO00,2014,9,2.1500000000000004,160323.84,344696.25600000005,0,0,2.1500000000000004
HO00,2014,10,2.3333333333333335,118825.92,277260.48000000004,0,0,2.3333333333333335
HO00,2014,11,4.15,222782.4,924546.9600000001,0,0,4.15
HO00,2014,12,4.1,6646838.399999999,27252037.439999994,386013308.682177,41595500,8.566445156443267
HO00,2015,1,2.85,1082142.72,3084106.752,0,0,2.85
HO00,2015,2,1.375,2700207.36,3712785.1199999996,0,0,1.375
HO00,2015,3,1.125,955748.16,1075216.68,0,0,1.125
HO00,2015,4,2.16,361488.96,780816.1536000001,0,0,2.16
HO00,2015,5,1.8599999999999999,255191.04,474655.3344,0,0,1.8599999999999999
HO00,2015,6,1.5,173145.6,259718.40000000002,0,0,1.5
HO00,2015,7,0.2,170078.4,34015.68,0,0,0.2
HO00,2015,10,3.8,97735.68,371395.584,0,0,3.8
HO00,2015,11,3.825,115516.8,441851.76,0,0,3.825
HO00,2015,12,2.9,125133.12,362886.04799999995,0,0,2.9
HO00,2016,1,8.766666666666666,7903258.56,69285233.37599999,0,0,8.766666666666666
HO00,2016,2,2.258974358974359,3356268.48,7581724.438153846,0,0,2.258974358974359
HO00,2016,3,42.52376237623762,99867591.35999998,4246745724.0798407,0,0,42.52376237623762
HO00,2016,4,0.975,1222205.76,1191650.616,0,0,0.975
HO00,2016,5,0.925,631990.08,584590.824,0,0,0.925
HO00,2016,6,0.75,317727.36,238295.52,0,0,0.75
HO00,2016,7,0.6,194469.12,116681.472,0,0,0.6
HO00,2016,8,1.3,130628.16,169816.608,0,0,1.3
HO00,2016,9,0.3,119568.96,35870.688,0,0,0.3
HO00,2016,10,1,95238.72,95238.72,0,0,1
HO00,2016,11,0.6666666666666666,109857.6,73238.4,0,0,0.6666666666666666
HO00,2016,12,0.30000000000000004,341712,102513.60000000002,0,0,0.30000000000000004
HO00,2017,1,137.11326530612246,761571322.5600001,104421530799.70386,0,0,137.11326530612246
HO00,2017,2,217.9975903614458,2602425421.44,567322470969.29,0,0,217.9975903614458
HO00,2017,3,144.2722222222222,171842575.68,24792110265.744,0,0,144.2722222222222
HO00,2017,4,6.166666666666667,56428997.76,347978819.52,0,0,6.166666666666667
HO00,2017,5,4.875,32499930.24,158437159.92,0,0,4.875
HO00,2017,6,4.766666666666667,13718842.56,65393149.536,0,0,4.766666666666667
HO00,2017,8,5.9,651300.48,3842672.832,0,0,5.9
HO00,2017,9,4.5,338040,1521180,0,0,4.5
HO00,2017,10,3.1,317908.8,985517.28,0,0,3.1
HO00,2017,11,2.2666666666666666,357860.16000000003,811149.696,0,0,2.2666666666666666
HO00,2018,1,10.425,3635660.16,37901757.168000005,0,0,10.425
HO00,2018,2,2.3,668900.16,1538470.368,0,0,2.3
HO00,2018,3,42.981818181818184,335721697.92,14429928979.688728,0,0,42.981818181818184
HO00,2018,4,0.525,9026709.12,4739022.288,0,0,0.525
HO00,2018,5,0.05,2189522.88,109476.144,0,0,0.05
HO00,2018,6,0.4,840542.4,336216.96,0,0,0.4
HO00,2018,7,1.5,482846.4,724269.6000000001,0,0,1.5000000000000002
MC06,2000,11,0.4,33644160,13457664,0,0,0.4
MC06,2001,1,12.3,399154314.24,4909598065.152,0,0,12.3
MC06,2001,3,30.1,2540806963.2,76478289592.31999,0,0,30.099999999999998
MC06,2001,4,1.4,192811622.4,269936271.36,0,0,1.4000000000000001
MC06,2001,9,9.4,17543900.16,164912661.504,0,0,9.4
MC06,2001,11,7.15,13115105.28,93773002.752,1541256485.7998016,29107296,38.724218400299414
MC06,2001,12,10.45,35234611.2,368201687.04,255127552.67130372,13162003.2,12.879604233458604
MC06,2002,1,7.933333333333333,27380229.12,217216484.352,346724235.9072936,15471216,13.160366439919343
MC06,2002,3,13.76,10594851.84,145785161.3184,13154306.354028057,844162.56,13.894507176459891
MC06,2002,11,26.8,9053337.6,242629447.68,17407429517.34969,100543023.4,161.04603112716205
MC06,2002,12,23.15,25055723.52,580039999.4879999,43737842855.51264,292401394.56,139.6027379163457
MC06,2003,2,5.38,20431180.8,109919752.704,2809201727.160971,75920595.84,30.296498743055988
MC06,2003,3,6.25,129242511.36,807765696,53342865776.40429,590126722.6,75.2751562286236
MC06,2003,4,3.8,44801786.88,170246790.144,658302959.632487,54203800.32,8.368717091720729
MC06,2003,5,0.88,56179630.08,49438074.4704,1523276628.2669704,101419810.6,9.979189621178358
MC06,2003,6,4.65,24174858.24,112413090.816,0,0,4.65
MC06,2003,7,10.5,8417157.120000001,88380149.76,0,0,10.5
MC06,2003,8,15.8,6728832,106315545.60000001,0,0,15.8
MC06,2003,9,13.7,9273553.92,127047688.704,0,0,13.7
MC06,2007,7,30,5480939.5200000005,164428185.60000002,0,0,30
MC06,2007,10,17.2,5945840.640000001,102268459.008,0,0,17.2
MC06,2008,1,10.5,2131596103.68,22381759088.64,0,0,10.5
MC06,2008,4,0.8,20577991.68,16462393.344,0,0,0.8
MC06,2008,7,4.2,19966279.68,83858374.656,0,0,4.2
MC06,2009,6,15.4,8930995.200000001,137537326.08,0,0,15.4
MC06,2009,10,172.4,225746196.48,38918644273.152,0,0,172.4
MC06,2009,11,24.7,10007608.32,247187925.504,0,0,24.7
MC06,2009,12,73.96666666666667,29606860.8,2189920803.84,10082328000,85200000,106.89473362762655
MC06,2010,1,179.75714285714287,75509729.28,13573413193.289145,168270080000,748000000,220.8152335398346
MC06,2010,2,164.93333333333334,114683765.76,18915175766.016003,79567130000,621000000,133.86499791018034
MC06,2010,3,64.86666666666667,207174620.16,13438727027.712002,0,0,64.86666666666667
MC06,2010,4,34.6875,84783283.2,2940920136,9071124000,98300000,65.60972649194878
MC06,2010,5,2.0500000000000003,31784555.52,65158338.81600001,0,0,2.0500000000000003
MC06,2010,6,3.25,17837521.92,57971946.24000001,0,0,3.25
MC06,2010,7,9.1,9175680,83498688,0,0,9.1
MC06,2010,8,11.1,5627750.4,62468029.440000005,0,0,11.1
MC06,2010,10,9.3,23489740.8,218454589.44000003,0,0,9.3
MC06,2010,11,8,26719580.16,213756641.28,0,0,8
MC06,2011,1,48.449999999999996,252147686.4,12216555406.08,0,0,48.449999999999996
MC06,2011,2,0,209523594.24,0,0,0,0
MC06,2011,3,30.15,193692487.68,5839828503.552,106970400000,1790000000,56.868808650622874
MC06,2011,4,4.8,255622210.56,1226986610.688,0,0,4.8
MC06,2011,5,1.05,86104581.12,90409810.17600001,0,0,1.05
MC06,2011,6,0,64205291.52,0,0,0,0
MC06,2011,7,6.7,31637744.64,211972889.088,0,0,6.7
MC06,2011,8,13.049999999999999,13531069.440000001,176580456.192,0,0,13.049999999999999
MC06,2011,9,16.15,5750092.8,92863998.71999998,0,0,16.15
MC06,2011,10,14.75,9273553.92,136784920.32,0,0,14.75
MC06,2011,11,14.85,11646996.48,172957897.72800002,0,0,14.850000000000001
MC06,2011,12,16.36,18351360,300228249.59999996,0,0,16.36
MC06,2012,1,11.942857142857143,13457664,160722958.62857142,41932800,5460000,10.712514961074021
MC06,2012,2,13.475,7291607.04,98254404.864,0,0,13.475
MC06,2012,3,15.94375,21728010.24,346425963.26399994,422644000,15700000,20.547978862153908
MC06,2012,4,2.5,12845952,32114880,811376800,30340000,19.531621764410797
MC06,2012,5,6.550000000000001,10545914.88,69075742.46400002,0,0,6.550000000000001
MC06,2012,6,32.15,5750092.8,184865483.51999998,0,0,32.15
MC06,2012,7,38.85,1565982.72,60838428.672,0,0,38.85
MC06,2012,8,33.1,1174487.04,38875521.024000004,0,0,33.1
MC06,2012,9,84.8,1517045.76,128645480.448,0,0,84.8
MC06,2012,10,43.4,1394703.3599999999,60530125.82399999,0,0,43.4
MC06,2012,11,47.8,7365012.48,352047596.544,0,0,47.800000000000004
MC06,2012,12,NA,22657812.48,NA,0,0,NA
MC06,2013,1,11.766666666666666,16663034.88,196068377.088,0,0,11.766666666666666
MC06,2013,2,11.175,8784184.32,98163259.77600001,0,0,11.175
MC06,2013,3,11.825,5358597.12,63365410.944,0,0,11.825
MC06,2013,4,23.325,978739.2,22829091.84,0,0,23.325
MC06,2013,5,45.92,1321297.92,60674000.4864,0,0,45.92
MC06,2013,6,120.1,1663856.64,199829182.464,0,0,120.1
MC06,2013,7,179.13333333333333,1492577.28,267370343.424,0,0,179.13333333333333
MC06,2013,8,149.8,1517045.76,227253454.84800002,0,0,149.8
MC06,2013,9,185.45,1835136,340325971.2,0,0,185.45
MC06,2013,10,156.15,2838343.68,443207365.632,0,0,156.15
MC06,2013,11,87.05,2446848,212998118.4,0,0,87.05
MC06,2013,12,48,2226631.68,106878320.64000002,0,0,48
MC06,2014,1,46.04,1884072.96,86742719.0784,0,0,46.04
MC06,2014,2,45.5,1101081.6,50099212.800000004,8989056000,86700000,102.95038566814193
MC06,2014,3,23,4257515.5200000005,97922856.96000001,0,0,23
MC06,2014,4,49.22,2079820.8,102368779.776,0,0,49.22
MC06,2014,5,153.65,1125550.08,172940769.79200003,0,0,153.65
MC06,2014,6,140.7,1223424,172135756.79999998,0,0,140.7
MC06,2014,7,195.4,1076613.1199999999,210370203.64799997,0,0,195.4
MC06,2014,8,207,1565982.72,324158423.04,0,0,207.00000000000003
MC06,2014,9,210.2,734054.4,154298234.88,0,0,210.2
MC06,2014,10,185.75,1027676.16,190890846.72,0,0,185.75
MC06,2014,11,58.699999999999996,2251100.16,132139579.392,284679128.2843645,3966588,67.03757038795663
MC06,2014,12,9.4,4746885.12,44620720.128000006,3693555392.937393,42993252,78.30258433630141
MC06,2015,1,10.05,13702348.8,137708605.44000003,0,0,10.05
MC06,2015,2,12.899999999999999,5309660.16,68494616.064,37128436.86485232,1962000,14.525301046089083
MC06,2015,3,33.875,3792614.4000000004,128474812.80000001,0,0,33.875
MC06,2015,4,103,1614919.68,166336727.04,19616404.89239532,362556,94.03561005230432
MC06,2015,5,113.75555555555556,1786199.04,203190064.12800002,0,0,113.75555555555556
MC06,2015,6,48.7,1761730.56,85796278.27200001,0,0,48.70000000000001
MC06,2015,7,140.2,1517045.76,212689815.552,0,0,140.2
MC06,2015,10,176.2,758522.88,133651731.45599999,0,0,176.2
MC06,2015,12,58.2,1908541.44,111077111.808,0,0,58.2
MC06,2016,1,78.00246913580247,25496156.16,1988763133.9520001,0,0,78.00246913580247
MC06,2016,2,26.134146341463413,4257515.5200000005,111266533.65073171,0,0,26.134146341463413
MC06,2016,3,28.715686274509803,46783733.76,1343427021.4023528,0,0,28.715686274509803
MC06,2016,4,16.178260869565218,3768145.92,60962047.688347824,0,0,16.178260869565218
MC06,2016,5,59.56666666666666,2275568.64,135548038.656,0,0,59.566666666666656
MC06,2016,6,89.25,2202163.2,196543065.60000002,0,0,89.25
MC06,2016,7,141.2,1198955.52,169292519.424,0,0,141.2
MC06,2016,10,60.11764705882353,2471316.48,148569731.9152941,0,0,60.11764705882353
MC06,2016,11,53.91538461538462,2887280.64,155668846.19815385,0,0,53.91538461538462
MC06,2016,12,31.903846153846153,9224616.96,294300760.32000005,0,0,31.903846153846157
MC06,2017,1,37.16929824561404,414349240.32,15401070491.297686,0,0,37.16929824561404
MC06,2017,2,107.12531645569621,1616754816,173195371295.2709,0,0,107.12531645569621
MC06,2017,3,55.523529411764706,85517337.6,4748224409.449411,0,0,55.523529411764706
MC06,2017,4,8.366666666666667,14289592.32,119556255.744,0,0,8.366666666666667
MC06,2017,5,5.225,9542707.200000001,49860645.120000005,0,0,5.225
MC06,2017,6,24.066666666666666,8539499.52,205517288.44799998,0,0,24.066666666666666
MC06,2018,1,18.675,15953448.959999999,297930659.328,0,0,18.675
MC06,2018,2,61.833333333333336,3376650.24,208789539.84000003,0,0,61.833333333333336
MC06,2018,3,63.33025210084033,168710169.60000002,10684457572.74353,0,0,63.33025210084033
MC06,2018,4,2.95,16516224,48722860.800000004,0,0,2.95
MC06,2018,5,22.35,4037299.2,90233637.12,0,0,22.35
MC06,2018,6,51.3,1150018.56,58995952.128,0,0,51.3
RS02,2001,4,0.4,NA,NA,0,0,NA
RS02,2002,1,2.58,89149593.6,230005951.488,0,0,2.58
RS02,2002,2,3.52,29939345.28,105386495.3856,0,0,3.52
RS02,2002,3,5.036363636363636,29336860.8,147751098.93818182,0,0,5.036363636363636
RS02,2002,4,3.4,27216915.84,92537513.85599999,0,0,3.4
RS02,2002,5,2.9333333333333336,18673994.88,54777051.648,0,0,2.9333333333333336
RS02,2002,6,2.05,15149920.32,31057336.656,0,0,2.05
RS02,2002,7,6.9,12545228.16,86562074.304,0,0,6.9
RS02,2002,8,1.0999999999999999,14889372.48,16378309.727999998,0,0,1.0999999999999999
RS02,2002,9,1.15,3431099.5200000005,3945764.4480000003,0,0,1.15
RS02,2002,10,1.05,9148386.24,9605805.552000001,0,0,1.05
RS02,2002,11,1.0333333333333334,10552921.92,10904685.984000001,666084000,18800000,23.063757939638872
RS02,2002,12,1.02,25416072,25924393.44,6565969000,67400000,71.02103387266808
RS02,2003,1,0.34,39736958.4,13510565.856,0,0,0.34
RS02,2003,2,1.0583333333333333,41805357.12,44244002.952,446700000,30000000,6.837150076860449
RS02,2003,3,1.2,36504319.68,43805183.616,10270000000,130000000,61.94316882251351
RS02,2003,4,0.65,31143908.16,20243540.304,138752000,25600000,2.801984309147028
RS02,2003,5,0.9199999999999999,50611538.88,46562615.7696,656548000,60400000,6.333671462113868
RS02,2003,6,1.3,34871627.52,45333115.77600001,0,0,1.3
RS02,2003,7,2.1,27191237.76,57101599.296000004,0,0,2.1
RS02,2003,8,61.7,12128892.48,748352666.016,0,0,61.7
RS02,2003,9,2.35,8853217.92,20805062.112,0,0,2.35
RS02,2003,10,1.65,6442295.04,10629786.816,53222400,1680000,7.861347870465932
RS02,2003,11,1.0166666666666666,19536733.44,19862345.664,6458400,2990000,1.1684226536486242
RS02,2003,12,0.925,17497944,16185598.200000001,11312600,4940000,1.2255221868812938
RS02,2004,1,0.9,27782075.52,25003867.968,0,0,0.8999999999999999
RS02,2004,2,3.675,14695076.16,54004404.888,4652900100,77390000,51.11473760101628
RS02,2004,3,0.8,13799833.92,11039867.136,8055600,4110000,1.06620012342359
RS02,2004,4,2.18,9636252.48,21007030.406400003,0,0,2.18
RS02,2004,5,1.4,2185729.92,3060021.888,0,0,1.4
RS02,2004,6,0.9,2276812.8,2049131.5199999998,0,0,0.9
RS02,2004,7,0.75,290062.08,217546.56,0,0,0.75
RS02,2004,8,1.15,0,0,0,0,NA
RS02,2004,9,0.3,0,0,0,0,NA
RS02,2004,10,1.9666666666666666,7137218.88,14036530.464,1377367200,25520000,42.60631426015662
RS02,2004,11,4.44,11082113.28,49204582.9632,0,0,4.44
RS02,2004,12,92.20714285714286,224256193.92000002,20678022909.380573,10992042800,122280000,91.39035478842882
RS02,2005,1,68.63513513513513,516931424.64000005,35479658185.76433,66903499999.99999,1046000000,65.5071339482133
RS02,2005,2,11,170738107.2,1878119179.1999998,29104320000,568000000,41.9396791328812
RS02,2005,3,8.466666666666667,251630219.51999998,2130469191.9359999,3075949000,112400000,14.30215930644724
RS02,2005,4,1.16,135812393.28,157542376.20479998,37053000,8950000,1.3442398387847376
RS02,2005,5,0.7166666666666667,64017820.8,45879438.239999995,25800000,10000000,0.9684078437499744
RS02,2005,6,0.575,65373609.6,37589825.519999996,0,0,0.575
RS02,2005,7,1.3,34182544.32,44437307.616000004,0,0,1.3
RS02,2005,8,2.65,20813328,55155319.199999996,0,0,2.65
RS02,2005,9,2.3499999999999996,19216612.8,45159040.08,0,0,2.3499999999999996
RS02,2005,10,8.49,15679811.52,133121599.8048,0,0,8.49
RS02,2005,11,1.42,18384079.68,26105393.1456,25816800,3720000,2.3489868792221076
RS02,2005,12,1.89375,32358052.8,61278062.49,0,0,1.89375
RS02,2006,1,20.2,120258907.2,2429229925.44,0,0,20.2
RS02,2006,2,50.61,16147589.76,817229517.7536,1590424000,34100000,47.915801121076505
RS02,2006,3,4.252380952380952,51225307.199999996,217829520.61714283,819328000,34600000,12.084518593102606
RS02,2006,4,6.3375,128303533.44,813123643.176,12672090000,309000000,30.837193418255865
RS02,2006,5,0.45789473684210524,76416514.56,34990719.8248421,0,0,0.45789473684210524
RS02,2006,6,2.15,38678791.68,83159402.11199999,0,0,2.15
RS02,2006,7,4.8,20501208,98405798.39999999,0,0,4.8
RS02,2006,8,1.75,21488734.08,37605284.64,0,0,1.7500000000000002
RS02,2006,9,589.6666666666666,21295241.28,12557093941.44,0,0,589.6666666666666
RS02,2006,10,2.2,NA,NA,0,0,NA
RS02,2006,11,0.39999999999999997,NA,NA,0,0,NA
RS02,2006,12,4.3,NA,NA,0,0,NA
RS02,2007,1,6.953333333333333,NA,NA,0,0,NA
RS02,2007,2,3.118181818181818,NA,NA,0,0,NA
RS02,2007,3,3.9000000000000004,NA,NA,0,0,NA
RS02,2007,4,6.114285714285715,NA,NA,0,0,NA
RS02,2007,5,2.5666666666666664,NA,NA,0,0,NA
RS02,2007,6,2.9,NA,NA,0,0,NA
RS02,2007,7,0.7,NA,NA,0,0,NA
RS02,2007,8,1.7000000000000002,NA,NA,0,0,NA
RS02,2007,9,1.9,NA,NA,0,0,NA
RS02,2007,10,1.2,NA,NA,0,0,NA
RS02,2007,12,11.8,63896135.04,753974393.472,0,0,11.8
RS02,2008,1,4.6,73306952.64,337211982.144,64903310000,614000000,94.92195842272514
RS02,2008,2,16.7,228330247.68,3813115136.256,80556000,19600000,15.704703934638525
RS02,2008,3,0.23333333333333334,166693438.08,38895135.552,0,0,0.2333333333333333
RS02,2008,4,1.15,73347059.52,84349118.44799998,0,0,1.15
RS02,2008,5,0.5,67750439.04,33875219.52,0,0,0.5
RS02,2008,6,2.1,65529527.04,137612006.784,0,0,2.1
RS02,2008,7,1.9,68308176.96,129785536.22399998,0,0,1.9
RS02,2008,8,3.5,30536948.16,106879318.56,0,0,3.5
RS02,2008,9,1,18818585.28,18818585.28,0,0,1
RS02,2008,10,0.1,23299971.84,2329997.184,0,0,0.09999999999999999
RS02,2008,11,0.9777777777777777,26853292.8,26256552.96,0,0,0.9777777777777777
RS02,2008,12,21.705555555555556,41050920.96,891033045.5040001,0,0,21.705555555555556
RS02,2009,1,0.6142857142857143,29907601.92,18371812.608000003,0,0,0.6142857142857143
RS02,2009,2,3.4333333333333336,60246365.76,206845855.776,435424000,17600000,8.250479640322776
RS02,2009,3,32.13214285714286,30449839.68,978418598.5748572,0,0,32.13214285714286
RS02,2009,4,3.3666666666666667,26138583.36,87999897.31199999,0,0,3.3666666666666663
RS02,2009,5,-1.2,28142821.44,-33771385.728,0,0,-1.2
RS02,2009,6,6,25673025.6,154038153.60000002,0,0,6.000000000000001
RS02,2009,7,2.6999999999999997,24529694.4,66230174.87999999,0,0,2.6999999999999997
RS02,2009,8,0,23964612.48,0,0,0,0
RS02,2009,9,0.6,24423992.64,14654395.584,0,0,0.6
RS02,2009,10,85.84285714285714,1690061.76,145079730.22628573,0,0,85.84285714285716
RS02,2009,11,-0.6,1986318.72,-1191791.2319999998,0,0,-0.6
RS02,2009,12,49,2236040.64,109565991.36,796768799.9999999,3030000,172.10934235403087
RS02,2010,1,205.1,11666756.16,2392851688.416,36837780000,139000000,260.38014415572326
RS02,2010,2,91.25,60823301.76,5550126285.599999,29737223999.999996,172800000,151.04379580188672
RS02,2010,3,89.94,163098550.08,14669083594.1952,0,0,89.94
RS02,2010,4,62.57272727272727,78868408.32000001,4935011404.241455,2159616000,25600000,67.91170190427053
RS02,2010,5,13.899999999999999,25864194.240000002,359512299.936,0,0,13.899999999999999
RS02,2010,6,8.55,12039114.24,102934426.752,0,0,8.55
RS02,2010,7,6.25,6958638.72,43491492,0,0,6.25
RS02,2010,8,7.2,8655232.32,62317672.704,0,0,7.2
RS02,2010,10,3.8,34781840.64,132170994.432,0,0,3.8
RS02,2010,11,1.1,34519530.24,37971483.264000006,0,0,1.1
RS02,2011,1,61.050000000000004,125753022.72,7677222037.056001,0,0,61.050000000000004
RS02,2011,2,1.4428571428571428,38819528.64,56011034.18057143,682408000,47200000,8.584318536212004
RS02,2011,3,105.30000000000001,72681192,7653329517.6,19379100000,390000000,58.42560705947174
RS02,2011,4,4.9,110499837.12,541449201.888,0,0,4.8999999999999995
RS02,2011,5,2.4000000000000004,57710404.8,138504971.52,0,0,2.4000000000000004
RS02,2011,6,0,50573635.2,0,0,0,0
RS02,2011,7,3,36629703.36,109889110.08,0,0,3
RS02,2011,8,5.95,28545203.52,169843960.944,0,0,5.95
RS02,2011,9,3.6500000000000004,23663335.68,86371175.23200001,0,0,3.6500000000000004
RS02,2011,10,3,5151055.68,15453167.04,0,0,3
RS02,2011,11,3.3,3811250.88,12577127.904,24192560,2144000,6.174330627696411
RS02,2011,12,3.75,11045531.52,41420743.199999996,0,0,3.7499999999999996
RS02,2012,1,1.8333333333333333,14104653.12,25858530.72,82245200,5080000,5.634906716520294
RS02,2012,2,2.85,22891360.32,65240376.912,0,0,2.85
RS02,2012,3,4.2,13996748.16,58786342.272,64506500,8110000,5.57715867479263
RS02,2012,4,2.45,14754968.639999999,36149673.168,91946000,7400000,5.7818034071475894
RS02,2012,5,26.966666666666665,18227894.4,491545552.31999993,0,0,26.966666666666665
RS02,2012,6,3.3,1976512.32,6522490.6559999995,0,0,3.3
RS02,2012,7,4.2,NA,NA,0,0,NA
RS02,2012,8,1.8,544.32,979.7760000000001,0,0,1.8
RS02,2012,9,1.8,530366.4,954659.52,0,0,1.8
RS02,2012,11,6.35,4946374.08,31409475.408,0,0,6.35
RS02,2012,12,NA,15371709.12,NA,0,0,NA
RS02,2013,1,0.5,19402130.88,9701065.44,0,0,0.5
RS02,2013,2,0.275,17992316.16,4947886.944,0,0,0.275
RS02,2013,3,0.6333333333333333,12346145.28,7819225.344,4841000,2060000,0.8788072796666953
RS02,2013,4,0.325,9410307.84,3058350.048,0,0,0.325
RS02,2013,5,0.575,1092605.76,628248.3119999999,0,0,0.575
RS02,2013,6,0,983050.56,0,0,0,0
RS02,2014,3,0.05,3057713.28,152885.664,0,0,0.05
RS02,2014,4,0.06666666666666667,576642.24,38442.816,0,0,0.06666666666666667
RS02,2014,12,7.166666666666667,4433365.4399999995,31772452.319999997,83222849.0980494,3506004,14.48418571362632
RS02,2015,1,0.275,1865808,513097.20000000007,0,0,0.275
RS02,2015,2,0.26666666666666666,375183.36,100048.896,0,0,0.26666666666666666
RS02,2015,3,0.55,46984.32,25841.376,0,0,0.55
RS02,2016,1,31.725,534461.76,16955799.336,0,0,31.724999999999998
